GEOID,Total_Population,Median_Household_Income,Pct_White,Pct_Black,Pct_Hispanic,Pct_Poverty,Pct_Bachelors_Plus
060374603023,1005.0,107159.0,20.6,31.24,48.16,5.57,34.1
060374604011,1093.0,124167.0,28.0,34.22,25.62,6.77,57.07
060374605011,1731.0,250001.0,49.57,0.0,3.87,0.76,68.6
060374605012,1097.0,250001.0,47.95,0.0,7.57,3.1,72.69
060374605013,2421.0,220494.0,52.09,0.83,4.21,4.34,83.8
060374605021,1199.0,250001.0,40.37,2.09,11.76,1.25,86.14
060374605022,2021.0,250001.0,72.29,0.59,2.47,1.54,84.02
060374605023,1590.0,250001.0,55.47,0.0,3.52,3.08,83.58
060374606011,1183.0,240962.0,62.21,1.1,13.44,2.28,74.75
060374606012,1255.0,213056.0,58.09,0.0,9.4,6.93,71.6
060374606013,1383.0,250001.0,54.74,0.0,11.57,4.05,76.21
060374606014,1423.0,81538.0,52.14,0.0,19.4,0.0,55.14
060374607001,582.0,157011.0,66.67,0.0,36.6,10.82,66.91
060374607002,310.0,250001.0,84.19,0.0,21.94,3.23,77.74
060374607003,507.0,206406.0,54.44,12.62,12.03,21.89,68.88
060374607004,1649.0,215081.0,52.52,0.0,9.1,6.06,76.64
060374607005,1743.0,195464.0,74.7,1.66,5.05,1.09,70.9
060374608001,1634.0,244659.0,70.99,3.24,10.22,0.8,74.96
060374608002,1158.0,250001.0,56.82,0.0,9.5,1.9,74.12
060374609001,1759.0,90288.0,13.93,8.02,65.95,29.79,24.74
060374609002,1688.0,69337.0,22.16,1.54,68.96,25.32,24.74
060374609004,1053.0,117750.0,34.85,36.75,18.9,4.84,56.6
060374609005,741.0,225388.0,56.55,6.21,49.26,17.8,53.68
060374610001,1367.0,192930.0,3.0,37.45,58.74,8.56,24.97
060374610002,1412.0,122344.0,33.85,24.86,36.9,8.43,23.4
060374610003,1553.0,123269.0,28.91,17.39,61.17,4.31,24.02
060374610004,1161.0,103177.0,19.29,23.94,50.9,22.06,45.24
060374611001,1187.0,90250.0,64.28,13.06,24.68,20.3,59.03
060374611002,1991.0,140066.0,44.85,11.55,38.27,2.61,54.43
060374611003,856.0,102115.0,57.01,14.84,14.95,2.92,60.2
060374611004,1119.0,132132.0,9.56,17.61,74.62,19.57,27.71
060374612001,645.0,192375.0,63.1,4.19,21.24,0.0,56.86
060374612002,1217.0,94500.0,68.04,0.9,28.18,2.22,64.87
060374612003,827.0,129063.0,54.17,13.42,13.91,4.84,63.5
060374612004,1631.0,204375.0,66.4,16.62,17.29,2.59,67.21
060374613001,1255.0,105313.0,60.16,4.3,20.8,12.61,57.01
060374613002,1075.0,165833.0,72.0,1.49,7.26,2.51,74.64
060374613003,1749.0,82216.0,78.85,0.0,11.72,8.86,55.37
060374613004,1948.0,71133.0,74.95,2.87,18.89,17.99,40.48
060374614001,1075.0,78472.0,47.44,0.84,45.67,17.73,29.06
060374614003,805.0,141231.0,54.16,13.17,19.5,7.95,64.43
060374615011,1114.0,111520.0,36.54,15.35,43.0,2.78,47.4
060374615012,1099.0,80147.0,34.39,17.29,32.12,20.11,52.48
060374615013,1346.0,115606.0,44.28,17.61,42.12,10.25,53.71
060374615021,1268.0,94200.0,20.35,25.87,58.12,3.0,36.34
060374615022,2006.0,70952.0,29.31,16.15,50.3,19.84,18.26
060374616001,902.0,22593.0,14.41,14.86,49.22,32.66,23.16
060374616002,1047.0,95282.0,38.49,33.05,9.46,15.19,59.29
060374616003,1910.0,100347.0,35.03,8.74,59.11,4.4,26.32
060374616004,1302.0,128766.0,4.99,39.4,39.02,14.82,37.3
060374617001,575.0,181429.0,49.04,13.22,23.13,1.74,56.3
060374617002,769.0,120313.0,61.25,2.34,17.04,6.14,65.62
060374619011,3047.0,69500.0,19.17,5.51,74.96,39.09,28.7
060374619012,315.0,84000.0,30.79,42.86,22.54,1.27,56.88
060374619013,1296.0,49542.0,36.11,2.16,51.7,17.75,38.81
060374619021,548.0,40398.0,54.93,14.78,23.54,46.96,34.96
060374619022,1456.0,110507.0,41.48,3.85,19.71,22.25,60.58
060374620011,2117.0,92419.0,12.8,20.55,54.94,12.71,52.27
060374620012,2186.0,81875.0,23.83,1.83,84.22,23.38,15.48
060374620021,1059.0,40221.0,23.51,26.44,41.74,50.33,15.69
060374620022,2016.0,49531.0,13.44,5.95,83.73,33.68,14.24
060374620023,502.0,40563.0,19.52,11.35,75.5,37.25,13.14
060374621001,1181.0,98792.0,41.66,11.69,41.32,4.15,44.53
060374621002,2115.0,90854.0,12.77,1.18,78.06,6.9,30.49
060374621003,1414.0,135327.0,38.4,11.67,33.1,10.93,40.68
060374622011,1031.0,82813.0,60.72,3.39,37.83,15.68,57.25
060374622012,1193.0,15521.0,15.09,9.56,48.28,42.08,48.52
060374622013,1391.0,61408.0,45.72,6.04,40.47,34.65,37.62
060374622021,1914.0,104252.0,47.34,5.17,21.0,11.73,68.04
060374622022,1292.0,87917.0,40.25,3.02,23.07,21.88,71.52
060374623011,1946.0,85655.0,39.72,2.83,58.74,10.95,49.43
060374623012,705.0,84052.0,12.48,18.72,52.48,23.26,45.06
060374623013,1273.0,98071.0,38.33,2.2,42.18,5.18,53.99
060374623021,1427.0,86382.0,30.48,6.31,39.73,12.19,57.17
060374623022,723.0,67375.0,42.19,16.04,26.28,20.89,50.76
060374623023,1227.0,62000.0,33.01,14.18,47.03,23.96,26.19
060374624001,1173.0,149531.0,51.66,7.76,30.52,11.82,57.6
060374624002,1045.0,155417.0,53.68,4.02,29.0,6.99,62.83
060374624003,1033.0,172348.0,41.82,0.97,45.69,14.42,48.24
060374625001,1783.0,136587.0,38.47,7.63,27.82,1.96,69.5
060374625003,2077.0,109555.0,48.0,5.3,7.9,2.07,69.43
060374625004,1229.0,163135.0,34.99,1.38,20.83,7.78,65.15
060374626001,1255.0,196136.0,68.53,0.8,26.85,8.39,67.92
060374626002,1137.0,121944.0,55.32,3.87,18.12,9.73,63.85
060374627001,648.0,177521.0,51.08,15.43,23.15,24.69,51.27
060374627002,1355.0,63468.0,22.14,8.27,67.23,2.95,30.67
060374627003,1261.0,157875.0,42.27,1.59,7.85,15.78,79.86
060374627004,1214.0,36338.0,19.6,5.52,58.4,36.08,26.82
060374627005,1277.0,65964.0,47.22,4.54,23.34,14.86,59.62
060374628001,1118.0,115833.0,60.73,1.34,20.84,8.23,57.06
060374628002,1801.0,108276.0,29.93,7.77,42.92,15.88,53.75
060374629001,1590.0,79427.0,27.11,2.58,51.95,4.09,43.74
060374629002,990.0,160179.0,37.27,0.0,7.07,6.46,57.2
060374629003,1074.0,123553.0,53.72,16.57,31.28,7.54,48.44
060374630001,753.0,121486.0,61.62,1.46,41.17,13.41,57.84
060374630002,1973.0,107841.0,42.02,7.15,15.36,6.45,62.61
060374631031,1043.0,128920.0,48.9,1.34,61.07,3.34,24.66
060374631032,999.0,114750.0,23.32,2.3,4.1,6.41,86.45
060374631034,634.0,77000.0,33.6,12.78,46.21,0.47,35.48
060374631035,2028.0,106042.0,34.17,1.33,23.47,8.14,65.17
060374632001,1351.0,127159.0,42.26,3.77,30.94,4.66,59.88
060374632002,1425.0,91927.0,44.07,1.61,20.42,12.18,61.03
060374632003,486.0,60197.0,30.25,2.26,66.05,18.52,41.7
060374633001,1074.0,97857.0,45.07,2.98,18.99,8.66,62.56
060374633002,940.0,250001.0,48.51,1.6,16.91,4.15,81.57
060374634001,1229.0,145229.0,39.63,2.03,31.0,0.0,70.02
060374634002,1670.0,127222.0,44.97,0.0,42.93,22.16,44.51
060374634003,747.0,181118.0,69.08,11.51,0.0,2.81,92.84
060374634004,2223.0,111250.0,28.83,10.89,19.84,6.03,69.42
060374635001,2627.0,120147.0,52.49,1.9,38.98,12.4,74.77
060374635002,1617.0,167240.0,59.37,1.67,7.3,9.21,69.58
060374635003,1929.0,70521.0,59.51,5.75,11.72,9.79,76.08
060374636011,1638.0,119565.0,53.3,16.3,16.73,12.52,75.65
060374636012,1913.0,106991.0,49.03,3.61,14.58,4.14,84.86
060374636013,1113.0,98989.0,54.72,3.59,14.2,12.94,51.58
060374636014,1581.0,57146.0,59.71,1.33,22.96,19.37,62.43
060374636021,976.0,62212.0,30.12,2.15,9.84,43.24,67.57
060374636022,2269.0,113438.0,39.89,17.23,9.21,18.97,66.65
060374636023,1283.0,120078.0,55.96,0.0,15.9,4.83,77.43
060374636024,1368.0,141370.0,39.55,3.95,29.68,9.41,77.98
060374637001,1085.0,207241.0,87.93,1.47,7.74,1.47,90.06
060374637002,2344.0,152875.0,50.47,5.67,19.11,7.34,72.35
060374638001,818.0,250001.0,51.83,0.0,33.99,0.86,77.99
060374638002,1126.0,250001.0,45.56,0.0,24.33,5.6,79.62
060374638003,1054.0,191964.0,50.19,11.86,3.32,2.74,73.57
060374638004,995.0,143636.0,70.15,0.0,18.19,0.0,71.67
060374639001,914.0,130972.0,66.52,5.8,11.71,2.57,64.78
060374639002,954.0,123281.0,52.73,0.63,21.7,10.8,70.61
060374639003,1247.0,150086.0,72.98,0.0,10.26,2.0,75.59
060374640001,969.0,136635.0,50.15,0.0,12.49,8.05,84.99
060374640003,1410.0,146324.0,32.06,9.22,23.05,3.33,73.6
060374640004,1065.0,215208.0,67.23,0.0,7.98,1.03,92.32
060374640005,904.0,111950.0,49.0,3.98,30.31,8.91,69.16
060374641011,907.0,250001.0,36.49,0.0,3.2,2.32,81.24
060374641012,535.0,182321.0,15.7,0.0,2.06,0.75,94.02
060374641013,781.0,156958.0,17.67,0.0,0.0,3.46,79.56
060374641021,780.0,250001.0,34.49,0.0,22.44,0.9,77.72
060374641022,1325.0,208625.0,39.55,3.02,3.77,6.64,80.6
060374641023,1287.0,250001.0,12.2,0.0,0.0,24.48,74.46
060374641024,989.0,149583.0,26.39,0.0,18.81,0.3,66.17
060374642001,693.0,167292.0,5.48,0.0,4.04,0.0,88.81
060374642003,1180.0,188112.0,13.14,0.0,7.29,7.37,86.19
060374642004,929.0,247596.0,19.27,0.0,3.01,0.0,81.49
060374642005,642.0,168214.0,24.14,0.0,6.7,17.91,87.71
060374642006,1552.0,145729.0,26.61,0.0,15.21,0.0,81.67
060374800021,906.0,136250.0,16.67,1.88,13.36,3.26,47.75
060374800022,1341.0,160000.0,18.2,0.0,18.64,11.18,73.45
060374800023,1596.0,167981.0,20.93,1.0,15.54,11.9,54.25
060374800111,2491.0,73520.0,16.9,4.13,21.8,20.27,39.16
060374800112,2729.0,102041.0,21.55,1.65,46.17,14.44,49.72
060374800121,1262.0,93785.0,18.94,6.89,14.82,7.61,51.02
060374800122,1692.0,133295.0,20.86,0.47,21.51,11.1,40.76
060374800123,772.0,58636.0,15.28,0.0,31.61,22.02,33.1
060374800124,1025.0,133571.0,21.95,0.0,12.78,0.9,49.21
060374801011,1575.0,101284.0,13.02,0.0,4.38,10.6,51.3
060374801012,1274.0,88536.0,21.59,0.24,43.09,3.93,23.75
060374801013,1257.0,65156.0,6.13,0.0,23.87,22.15,41.63
060374801021,1152.0,208125.0,18.75,0.0,15.54,1.39,66.67
060374801022,889.0,180781.0,23.17,0.56,19.12,0.61,47.79
060374801023,1221.0,111364.0,24.9,0.66,19.66,18.35,41.57
060374801024,695.0,97386.0,24.89,0.29,31.22,13.38,51.15
060374802011,1071.0,175208.0,43.23,0.0,20.54,1.49,60.62
060374802012,875.0,224625.0,24.0,0.0,43.09,0.0,68.17
060374802013,1798.0,123438.0,21.86,1.89,28.87,4.94,50.54
060374802021,807.0,89063.0,24.29,0.0,27.14,2.35,40.69
060374802022,1036.0,122708.0,24.23,0.0,19.98,7.72,61.44
060374802023,869.0,159000.0,36.94,0.0,21.29,4.26,75.12
060374803021,1542.0,153689.0,24.97,0.0,55.19,10.18,54.71
060374803022,903.0,108257.0,17.05,1.22,19.93,15.17,64.89
060374803023,1547.0,79375.0,27.93,0.0,32.97,13.06,40.35
060374803031,1426.0,105521.0,6.17,5.4,14.24,4.77,27.04
060374803032,3000.0,91563.0,15.2,6.63,40.4,8.27,39.48
060374803041,1956.0,81384.0,13.34,0.41,31.54,10.25,31.53
060374803042,1037.0,79688.0,8.68,2.31,30.76,0.0,46.66
060374803043,1152.0,65417.0,9.9,0.0,35.59,22.22,41.72
060374804001,1602.0,88315.0,20.97,0.0,20.22,19.6,50.49
060374804002,2773.0,90849.0,16.8,1.23,34.91,7.01,59.77
060374804003,1518.0,126500.0,33.99,10.28,37.09,14.56,59.57
060374805001,1455.0,168393.0,39.93,1.17,9.14,0.0,81.52
060374805002,1854.0,102813.0,43.15,0.0,27.56,7.12,67.81
060374805003,941.0,117174.0,70.03,2.44,5.84,0.0,62.85
060374806011,1142.0,134688.0,28.37,5.52,14.62,8.06,90.69
060374806012,1113.0,120500.0,48.88,0.0,44.12,7.64,65.63
060374806013,1789.0,121515.0,46.62,10.4,30.97,6.54,73.22
060374806021,1494.0,114625.0,58.03,0.0,13.25,0.54,75.96
060374806022,477.0,97019.0,43.19,0.0,24.11,0.0,72.97
060374806023,1388.0,122292.0,39.12,11.31,7.78,3.14,76.26
060374806024,943.0,166875.0,56.2,4.03,23.12,3.61,62.05
060374807021,1758.0,209500.0,28.1,2.1,11.49,2.79,83.97
060374807022,2743.0,136681.0,27.2,1.39,32.45,3.32,65.43
060374807031,2340.0,204875.0,39.27,0.81,18.93,6.5,65.03
060374807032,1734.0,133125.0,50.63,1.5,16.55,12.34,84.18
060374807041,1017.0,79795.0,40.41,1.47,20.55,6.78,64.88
060374807042,2015.0,115567.0,17.02,13.2,22.98,11.87,59.85
060374807043,1043.0,145000.0,39.31,4.31,9.78,1.73,81.08
060374808022,2624.0,119157.0,15.93,1.87,52.36,12.64,34.21
060374808031,597.0,81591.0,34.67,0.0,20.94,6.87,55.92
060374808032,759.0,44519.0,3.69,0.0,41.63,33.6,28.78
060374808033,855.0,116667.0,27.84,0.0,45.26,3.39,43.68
060374808034,816.0,123580.0,37.38,0.0,67.4,3.14,34.06
060374808041,2336.0,82449.0,20.29,3.08,40.62,5.14,39.15
060374808042,2339.0,96414.0,10.47,7.91,38.73,12.87,30.73
060374809011,1838.0,76607.0,15.23,8.38,25.19,21.29,32.59
060374809012,956.0,57406.0,8.47,1.36,29.6,21.65,24.27
060374809013,1107.0,73333.0,5.78,1.72,20.69,15.72,54.59
060374809021,2230.0,62946.0,8.88,0.58,30.31,21.88,24.57
060374809022,1782.0,70196.0,12.79,0.0,49.61,28.11,33.44
060374809031,2873.0,86667.0,11.1,0.45,28.61,14.85,34.11
060374810011,1530.0,93869.0,13.92,18.89,25.23,26.38,36.44
060374810012,1835.0,56406.0,23.16,1.42,22.72,10.77,35.59
060374810013,1217.0,71607.0,2.96,2.55,40.18,10.93,28.44
060374810021,1903.0,88281.0,11.93,0.05,53.07,2.52,40.62
060374810022,2180.0,85042.0,15.05,3.03,34.82,17.66,40.5
060374810023,1665.0,71835.0,22.34,0.0,38.5,13.27,35.55
060374811011,2182.0,70365.0,19.2,5.13,36.39,19.95,34.49
060374811012,2093.0,107850.0,30.72,0.96,27.38,7.29,42.31
060374811021,2158.0,84219.0,16.68,6.21,44.53,6.13,31.27
060374811023,1229.0,71250.0,21.72,1.06,40.11,23.18,41.33
060374811031,1378.0,68250.0,6.68,0.0,41.36,16.78,19.89
060374811032,1870.0,94261.0,9.25,0.75,61.18,9.88,15.31
060374811033,1168.0,77224.0,1.46,0.0,24.32,6.93,25.52
060374811034,899.0,57292.0,2.78,0.0,6.12,43.16,39.24
060374812011,1029.0,83929.0,16.72,0.0,22.16,8.16,35.3
060374812012,1875.0,81250.0,14.29,0.0,31.41,24.01,24.92
060374812013,1096.0,107984.0,5.2,3.65,43.43,15.75,33.65
060374812031,3472.0,77689.0,13.82,0.0,41.24,11.06,27.31
060374812032,2390.0,108077.0,11.84,0.0,42.22,3.26,24.61
060374812033,906.0,80700.0,3.09,0.0,18.43,5.52,38.89
060374813001,1692.0,63125.0,6.09,0.12,32.62,6.15,24.84
060374813002,1380.0,87109.0,6.3,0.0,15.14,6.67,25.0
060374814011,2695.0,54375.0,6.16,0.07,15.81,21.96,28.81
060374814012,1880.0,124712.0,17.71,0.0,28.72,9.74,39.97
060374814013,858.0,119375.0,3.26,8.16,12.24,8.86,23.46
060374814032,2302.0,81230.0,8.64,0.09,17.38,11.7,23.22
060374814041,1061.0,83750.0,2.26,1.23,20.45,9.8,34.58
060374814042,2050.0,70822.0,7.56,0.0,19.12,12.68,42.36
060374814043,756.0,113571.0,6.88,1.85,13.49,5.03,50.41
060374815001,1970.0,77967.0,7.92,1.57,30.51,16.65,46.24
060374815002,994.0,90541.0,8.25,0.0,13.28,7.65,55.83
060374815003,1372.0,81250.0,3.72,0.0,10.79,8.52,36.96
060374816031,2501.0,81743.0,7.08,0.76,20.07,7.83,30.33
060374816032,1079.0,88295.0,8.62,0.0,20.85,14.09,40.03
060374816041,1390.0,134201.0,19.35,3.53,46.19,1.94,36.71
060374816042,2793.0,58462.0,12.21,2.33,34.37,11.2,39.16
060374816051,832.0,91188.0,6.97,0.0,37.74,13.46,38.9
060374816052,1242.0,67115.0,1.29,3.06,44.12,2.33,46.34
060374816053,737.0,88750.0,5.83,0.0,21.57,31.48,33.03
060374816061,2020.0,70771.0,11.09,4.9,33.42,8.81,23.12
060374816062,1836.0,83487.0,8.55,0.0,35.08,29.9,25.09
060374816063,1060.0,79844.0,11.98,3.58,22.08,5.19,39.95
060374817111,2303.0,48646.0,6.86,0.0,13.29,19.11,25.38
060374817112,2094.0,66250.0,3.82,0.29,5.01,8.4,22.24
060374817121,2976.0,58063.0,3.26,0.0,9.61,21.94,21.73
060374817122,2206.0,37266.0,7.39,0.0,16.23,22.12,19.49
060374817131,1730.0,60500.0,5.84,0.0,19.02,15.95,47.87
060374817132,997.0,72609.0,4.81,1.5,13.14,19.06,25.2
060374817141,1590.0,37375.0,5.22,2.33,11.76,37.99,19.58
060374817142,1005.0,44583.0,1.99,0.8,14.63,23.58,16.2
060374818001,960.0,126538.0,17.29,0.21,25.21,5.03,52.89
060374818002,1322.0,127500.0,15.51,0.0,11.57,3.1,48.13
060374819012,459.0,61250.0,9.59,1.96,33.33,18.52,34.99
060374819013,1634.0,177083.0,26.13,0.18,50.55,2.69,54.08
060374819014,2651.0,114750.0,25.88,2.87,63.26,4.01,39.44
060374819021,2391.0,68922.0,14.51,7.44,39.77,14.09,34.28
060374819022,928.0,92044.0,27.59,0.0,58.08,1.29,43.53
060374820011,2184.0,145625.0,21.75,0.18,16.94,3.85,61.36
060374820012,463.0,73000.0,2.81,0.0,12.74,5.4,43.78
060374820022,1520.0,112292.0,5.26,0.0,20.39,8.36,50.0
060374820023,2015.0,98700.0,16.67,0.0,16.72,18.66,43.34
060374820024,1560.0,96636.0,26.35,0.06,61.6,2.96,33.02
060374821011,1211.0,128924.0,15.77,3.14,14.62,18.17,34.9
060374821012,1641.0,51196.0,7.92,0.0,25.41,11.94,36.07
060374821013,1673.0,93000.0,8.79,0.0,35.21,8.61,45.86
060374821021,1935.0,98750.0,11.89,2.69,31.58,6.98,38.2
060374821022,1360.0,118036.0,14.26,1.76,24.34,7.73,45.38
060374822011,1413.0,59844.0,5.38,9.98,15.99,21.99,22.29
060374822012,1454.0,54643.0,9.01,0.07,36.04,17.28,27.42
060374822013,990.0,76477.0,3.74,1.31,7.68,17.17,32.01
060374822021,1290.0,61250.0,10.78,4.5,17.13,18.75,34.0
060374822022,1347.0,80278.0,7.94,0.0,18.71,11.21,31.99
060374822023,2804.0,67860.0,4.07,0.0,30.78,11.59,33.49
060374823011,1149.0,99716.0,5.31,0.0,19.32,6.96,25.69
060374823012,1028.0,82639.0,2.14,0.68,12.55,11.87,30.63
060374823013,1732.0,95691.0,7.1,2.71,6.64,21.02,9.23
060374823031,1153.0,47065.0,4.16,0.0,38.42,19.6,27.01
060374823032,1667.0,61579.0,6.06,0.0,22.8,21.54,17.18
060374823033,1946.0,81397.0,7.55,0.0,32.17,12.54,23.8
060374823041,1875.0,60268.0,12.53,1.71,66.4,22.24,10.75
060374823042,1002.0,52014.0,4.69,0.4,25.65,17.48,15.64
060374824011,1698.0,59896.0,2.94,0.0,48.12,12.43,13.31
060374824012,1949.0,76250.0,0.87,0.77,33.5,13.49,9.99
060374824031,3254.0,47125.0,0.15,0.0,36.88,22.83,11.58
060374824041,811.0,59690.0,25.65,1.85,4.44,16.6,57.79
060374824042,2618.0,86250.0,4.89,0.0,7.3,0.0,31.42
060374825021,1415.0,77604.0,7.0,0.07,24.52,13.23,12.74
060374825022,2105.0,71544.0,13.92,2.28,25.89,27.46,12.53
060374825031,1709.0,81036.0,2.22,0.0,23.35,19.02,20.43
060374825032,2298.0,80820.0,1.74,0.0,17.15,14.84,19.0
060374825211,976.0,83929.0,7.58,0.0,29.92,6.76,20.23
060374825212,2114.0,77165.0,17.03,1.04,26.44,5.68,35.32
060374825213,2295.0,83304.0,8.67,1.44,25.71,9.58,26.27
060374825221,1579.0,83571.0,6.52,5.89,18.49,6.39,28.13
060374825222,1691.0,107159.0,14.9,0.71,59.31,6.84,38.37
060374825223,895.0,77397.0,22.23,0.0,66.82,0.0,29.43
060374826001,1464.0,134519.0,4.44,4.1,26.43,4.64,46.3
060374826002,1850.0,107880.0,25.62,0.0,24.22,7.89,42.28
060374826003,1249.0,72131.0,9.21,0.0,11.53,6.08,40.07
060374827011,1082.0,80040.0,3.97,2.5,54.34,9.43,18.48
060374827012,1107.0,61402.0,42.01,6.41,60.34,24.93,41.45
060374827013,983.0,70938.0,9.87,0.41,61.24,5.1,15.43
060374827014,684.0,85455.0,5.12,2.34,44.88,5.12,47.72
060374827021,1431.0,106827.0,9.71,0.7,34.38,8.47,51.32
060374827022,961.0,82381.0,15.4,0.0,30.59,6.45,28.16
060374828011,1141.0,90750.0,21.65,0.61,44.08,14.46,23.23
060374828012,909.0,111141.0,18.37,0.0,59.52,16.94,45.1
060374828013,1776.0,85625.0,9.57,0.39,48.54,9.97,24.38
060375001001,1091.0,171000.0,65.72,0.0,13.38,1.83,48.11
060375001002,1606.0,250001.0,21.05,12.64,42.15,2.96,47.88
060375001003,990.0,213897.0,41.82,0.0,12.73,0.3,63.92
060375002021,729.0,176292.0,61.87,0.0,33.88,0.0,39.16
060375002025,1344.0,180781.0,54.91,0.0,13.91,0.82,42.04
060375002032,1254.0,196023.0,58.05,0.0,43.06,0.0,40.34
060375002033,2024.0,129853.0,52.47,1.28,48.86,2.42,30.22
060375002041,2361.0,158207.0,68.49,1.74,12.28,5.31,51.39
060375003001,2691.0,120694.0,32.92,5.35,55.3,4.2,45.38
060375004021,1000.0,75192.0,8.6,0.0,51.5,12.7,14.6
060375004022,1333.0,66078.0,15.3,0.0,97.67,4.73,12.03
060375004031,2709.0,86505.0,26.8,19.12,68.18,23.78,29.67
060375004032,1132.0,77045.0,39.58,0.0,94.61,14.58,15.77
060375004041,1072.0,65370.0,19.03,0.0,91.88,10.45,12.36
060375004042,890.0,108125.0,7.98,0.0,100.0,2.81,3.26
060375004043,1270.0,104531.0,28.9,0.0,90.79,1.62,21.4
060375004044,1169.0,121750.0,11.63,1.45,68.78,7.96,33.99
060375005001,2820.0,70585.0,27.8,0.07,93.9,10.28,17.04
060375006001,709.0,88750.0,25.11,1.27,96.61,4.09,6.39
060375006002,1127.0,67059.0,1.6,0.0,92.46,22.63,2.53
060375006003,985.0,144191.0,21.73,0.0,100.0,0.0,16.74
060375006004,967.0,101875.0,25.44,0.83,90.9,0.0,21.9
060375007001,1276.0,138750.0,20.92,3.21,96.79,9.18,16.72
060375007003,751.0,98073.0,31.16,0.0,74.43,0.0,31.34
060375007005,1033.0,90543.0,23.72,0.0,100.0,3.61,2.57
060375007006,586.0,85707.0,21.33,0.0,98.12,1.37,20.36
060375008001,842.0,72500.0,29.22,0.0,97.27,5.11,19.38
060375008002,1757.0,113352.0,48.55,0.0,92.66,7.49,13.72
060375008003,2118.0,122967.0,40.6,0.0,96.74,5.29,24.28
060375009001,1096.0,111583.0,12.77,5.84,93.52,3.92,7.31
060375009002,1147.0,87292.0,25.2,0.0,95.99,33.22,11.79
060375009003,1875.0,77125.0,36.0,1.65,90.29,10.72,13.12
060375009004,1138.0,20161.0,13.44,0.62,78.38,33.17,13.88
060375010011,1651.0,125938.0,19.56,0.0,92.61,14.35,13.59
060375010012,1364.0,73750.0,23.97,0.0,95.53,10.01,9.66
060375010021,1626.0,119107.0,22.57,0.0,77.68,1.17,24.27
060375010022,1667.0,104464.0,28.73,0.0,79.78,1.99,26.37
060375010023,1305.0,114952.0,29.27,0.0,83.45,6.59,30.64
060375012001,2499.0,102361.0,30.93,0.0,59.18,8.35,24.08
060375012002,2483.0,92772.0,21.35,0.0,88.88,5.4,19.17
060375013011,1661.0,76523.0,30.64,0.0,66.71,1.75,23.07
060375013012,1317.0,96648.0,34.7,1.37,75.47,6.3,19.15
060375013021,1442.0,134188.0,64.98,0.35,58.95,14.01,35.54
060375013022,2110.0,80833.0,31.09,1.18,81.47,7.01,26.07
060375013023,982.0,94947.0,26.58,0.0,87.17,0.0,20.64
060375014002,1469.0,77500.0,18.65,1.09,95.17,5.11,13.0
060375014003,1175.0,135714.0,20.34,4.43,72.68,8.26,18.76
060375015011,1963.0,132857.0,44.83,1.83,52.11,4.02,51.61
060375015031,1125.0,59310.0,24.53,0.62,83.73,29.78,16.71
060375015032,1083.0,138333.0,35.27,1.48,56.33,6.09,38.06
060375015033,1173.0,81250.0,51.41,0.0,67.69,21.06,45.5
060375015034,2037.0,83500.0,6.09,2.16,86.25,13.01,11.15
060375015041,1724.0,28611.0,25.7,1.8,67.81,30.45,15.2
060375015042,825.0,89583.0,27.76,1.58,69.94,13.21,29.95
060375015043,768.0,75521.0,7.29,0.0,79.04,0.54,12.87
060375016001,3097.0,141140.0,47.59,1.65,55.76,5.95,50.59
060375016002,1867.0,52179.0,56.35,0.0,62.08,16.28,18.69
060375016004,905.0,171500.0,38.9,0.0,83.54,1.66,35.67
060375016005,410.0,193897.0,39.76,0.0,47.8,4.63,61.27
060375017001,1089.0,144464.0,70.34,0.0,45.09,1.38,54.67
060375017002,837.0,136522.0,31.42,2.75,71.09,4.42,40.63
060375017004,951.0,88304.0,28.08,4.73,82.65,2.31,34.6
060375018021,1227.0,103333.0,55.42,8.96,61.04,15.87,39.77
060375018022,574.0,80987.0,31.53,0.0,70.21,2.26,38.26
060375018023,1418.0,90265.0,35.05,1.83,63.4,6.56,29.35
060375018031,2245.0,65096.0,22.45,1.96,78.89,23.57,13.04
060375018032,2445.0,61268.0,25.48,1.27,69.28,5.89,9.7
060375018041,1303.0,64792.0,27.4,2.99,77.13,14.88,20.53
060375018042,830.0,53500.0,10.96,7.83,87.11,18.41,8.7
060375019001,1309.0,85455.0,46.98,0.23,82.81,13.51,20.1
060375019002,678.0,142566.0,64.01,0.0,56.93,3.24,19.96
060375019003,1158.0,77083.0,31.17,2.76,59.5,1.73,33.85
060375019004,1185.0,117778.0,45.4,0.0,49.37,0.25,31.35
060375020031,1481.0,90677.0,21.47,0.54,86.09,20.19,18.81
060375020032,1194.0,63594.0,17.5,2.01,87.86,16.64,14.78
060375020041,1471.0,100917.0,15.98,2.72,76.07,4.55,22.21
060375020042,2224.0,61731.0,16.1,0.09,93.79,15.15,10.47
060375020051,1507.0,119561.0,18.05,0.0,85.87,0.66,10.39
060375020052,1606.0,87868.0,46.26,0.0,72.23,8.9,14.81
060375020053,1279.0,78125.0,22.91,2.89,74.9,7.11,12.77
060375021001,825.0,126111.0,26.18,0.97,82.3,28.09,15.86
060375021002,2816.0,87198.0,20.63,1.24,62.0,8.42,28.65
060375021003,1698.0,85952.0,23.09,0.47,80.57,11.9,17.09
060375022001,966.0,96094.0,36.85,1.04,78.78,3.21,18.31
