GEOID,Total_Population,Median_Household_Income,Pct_White,Pct_Black,Pct_Hispanic,Pct_Poverty,Pct_Bachelors_Plus
060371395061,1147.0,53366.0,67.22,0.0,12.38,10.46,49.5
060371395062,1962.0,71142.0,83.84,0.0,19.16,2.6,63.81
060371396001,2362.0,131025.0,74.72,0.0,4.4,10.8,73.36
060371396002,1918.0,78448.0,95.99,0.0,10.64,5.32,67.03
060371396003,884.0,108611.0,89.71,3.96,5.09,0.0,58.59
060371397012,2034.0,193068.0,84.61,1.13,11.65,4.62,66.22
060371397013,1184.0,202768.0,96.71,0.0,0.0,17.06,54.48
060371397015,645.0,152235.0,75.35,1.09,4.03,2.95,76.99
060371397031,2554.0,240083.0,82.03,1.41,2.08,2.35,75.72
060371397041,2871.0,136913.0,85.89,0.56,3.45,6.79,72.44
060371397051,1378.0,228125.0,50.15,4.21,0.0,0.0,82.51
060371397052,1430.0,250001.0,91.75,0.0,1.4,2.03,72.92
060371397053,1203.0,250001.0,96.59,0.0,0.0,4.24,74.22
060371398011,1226.0,227500.0,83.85,0.0,9.22,7.01,74.95
060371398012,2288.0,168056.0,82.34,0.0,2.88,6.29,63.39
060371398021,1735.0,237750.0,77.0,9.91,5.48,1.96,77.33
060371398022,2097.0,187069.0,72.53,8.87,5.25,5.29,68.11
060371411011,1678.0,150000.0,74.61,2.26,7.15,4.17,72.13
060371411012,1948.0,78553.0,57.08,4.72,32.96,11.65,71.86
060371411013,1065.0,64789.0,55.21,4.23,12.68,4.04,59.06
060371411021,991.0,65100.0,63.98,9.79,21.09,7.06,49.44
060371411022,1968.0,124750.0,64.28,4.27,8.54,6.81,73.57
060371412011,1765.0,109432.0,47.76,20.4,22.61,3.94,73.28
060371412012,1542.0,75119.0,65.11,3.7,25.81,16.15,62.04
060371412013,647.0,96250.0,73.72,0.31,6.18,9.89,47.45
060371412021,739.0,216316.0,73.07,0.0,16.24,3.38,47.86
060371412022,1496.0,106326.0,79.81,0.67,11.97,9.63,70.34
060371412023,876.0,148906.0,67.81,4.91,2.51,2.97,87.52
060371413031,1656.0,83719.0,69.02,5.5,15.82,16.12,63.56
060371413032,1399.0,87264.0,64.9,0.21,6.86,13.65,67.8
060371413041,1804.0,109716.0,87.47,2.16,7.48,10.31,67.91
060371413042,1143.0,113220.0,64.74,12.69,16.8,11.37,63.44
060371413051,1738.0,102331.0,58.29,6.62,30.32,8.63,60.94
060371413052,1175.0,113300.0,62.38,4.17,16.17,11.74,64.7
060371413061,1190.0,118169.0,70.0,1.6,21.34,2.35,80.56
060371413062,2032.0,96702.0,79.38,2.17,16.44,1.08,77.3
060371414001,1728.0,108659.0,69.1,0.64,17.71,10.76,62.68
060371414002,1535.0,175859.0,77.85,5.02,11.27,11.59,71.07
060371414003,1758.0,111250.0,60.64,0.0,31.46,4.72,58.6
060371415001,2887.0,215272.0,81.19,12.61,6.41,2.7,73.06
060371416001,1496.0,133594.0,71.32,6.89,9.96,7.49,75.38
060371416002,1200.0,250001.0,84.75,0.0,7.58,0.0,76.66
060371416003,1339.0,250001.0,82.45,0.0,16.5,10.31,85.96
060371417001,828.0,250001.0,82.73,0.0,14.98,0.0,64.22
060371417002,1623.0,220781.0,88.42,0.0,8.19,1.29,79.41
060371417003,635.0,250001.0,90.24,0.0,3.15,3.15,79.55
060371431011,846.0,101094.0,78.13,6.74,7.8,0.0,64.17
060371431012,1370.0,106971.0,68.54,1.9,9.05,4.09,64.64
060371431021,2174.0,107647.0,68.35,2.12,19.69,7.41,61.29
060371432001,2174.0,68047.0,48.71,7.13,31.51,6.49,54.06
060371432002,934.0,85298.0,59.74,13.28,14.88,14.45,35.77
060371432003,1107.0,109783.0,57.36,0.0,37.49,5.33,57.13
060371433011,570.0,111250.0,81.05,0.0,10.88,9.65,60.78
060371433012,2703.0,86364.0,67.7,4.48,27.56,6.99,61.47
060371433021,567.0,136026.0,85.01,11.64,13.4,1.94,65.48
060371433022,1479.0,104778.0,66.8,4.53,14.4,6.42,53.5
060371433023,1255.0,97007.0,80.0,0.08,11.63,9.08,56.96
060371434011,2878.0,164688.0,55.42,12.96,17.51,9.62,54.72
060371434012,800.0,99222.0,79.88,0.0,4.38,11.25,58.69
060371434013,1622.0,114058.0,73.61,0.86,7.03,1.73,62.1
060371434021,1714.0,185431.0,88.1,2.63,4.78,1.4,68.85
060371434022,245.0,73583.0,60.82,3.67,28.98,3.67,48.74
060371435001,1196.0,215114.0,78.68,8.78,2.17,1.09,61.7
060371435002,1186.0,250001.0,83.31,0.0,3.88,2.53,64.32
060371435003,1718.0,96719.0,71.77,3.84,12.98,6.34,58.11
060371435004,1225.0,161691.0,74.69,2.78,16.65,3.84,69.29
060371436021,917.0,107604.0,54.09,0.0,20.94,8.72,79.44
060371436022,2648.0,106368.0,82.52,4.04,4.19,17.56,51.49
060371436023,1251.0,101850.0,79.46,0.0,10.23,6.55,74.18
060371436031,1784.0,84414.0,52.75,15.3,15.19,13.85,65.72
060371436051,1899.0,112716.0,58.5,12.9,12.43,10.06,62.46
060371436061,1759.0,99750.0,57.93,14.04,9.89,11.14,66.52
060371437001,1111.0,132465.0,90.19,3.69,18.99,4.41,67.95
060371437002,1063.0,214500.0,79.4,3.39,9.97,10.82,64.29
060371437003,1206.0,176506.0,83.91,0.08,10.36,4.48,72.95
060371438011,2008.0,163229.0,58.76,2.64,15.39,7.67,72.74
060371438012,1193.0,231989.0,63.96,15.59,8.72,7.54,67.27
060371438021,720.0,113241.0,81.81,3.75,6.94,11.39,74.64
060371438022,1553.0,192614.0,74.76,2.06,2.32,3.48,57.93
060371439012,1633.0,237981.0,83.96,0.18,7.53,1.16,76.95
060371439013,1471.0,212000.0,76.61,1.97,8.97,4.89,68.65
060371439021,1662.0,133947.0,65.34,2.23,22.98,13.96,56.59
060371439022,1505.0,250001.0,74.22,2.26,13.82,6.18,76.94
060371810001,719.0,97875.0,55.35,0.0,39.78,15.08,50.16
060371810002,1412.0,143183.0,42.0,0.0,23.16,3.97,59.91
060371810003,895.0,111600.0,49.5,0.78,25.03,7.37,46.76
060371810004,758.0,183026.0,72.03,0.0,24.27,0.0,66.49
060371810005,1804.0,207313.0,51.0,0.0,15.08,12.47,60.29
060371813001,1341.0,102292.0,36.47,0.15,35.57,7.46,46.9
060371813003,1874.0,157614.0,33.99,0.0,38.1,1.07,47.4
060371814001,1358.0,97312.0,53.61,1.69,33.8,15.02,59.17
060371814002,1409.0,132212.0,62.6,0.0,44.93,0.78,49.23
060371814003,1696.0,106169.0,16.57,2.65,30.6,5.57,55.52
060371815001,1084.0,135703.0,37.73,0.0,12.82,1.94,53.81
060371815002,1626.0,52772.0,28.84,2.77,47.11,32.6,43.6
060371815003,1304.0,162303.0,43.25,0.0,43.94,1.38,53.82
060371816001,2569.0,103333.0,43.52,1.87,26.31,4.75,52.55
060371816002,1639.0,113947.0,26.72,7.69,43.26,4.59,38.34
060371831012,1241.0,139844.0,61.64,0.0,41.42,12.73,58.98
060371831013,1119.0,84432.0,23.24,1.07,63.0,28.69,33.26
060371831031,2502.0,117672.0,61.19,1.84,37.41,9.31,53.51
060371831032,1922.0,83517.0,19.67,4.79,82.73,7.92,26.09
060371831041,1940.0,101563.0,33.2,1.86,46.86,10.58,44.09
060371832201,540.0,145455.0,58.7,0.0,44.26,5.83,52.97
060371832202,1170.0,94233.0,17.61,1.28,28.89,5.33,32.69
060371832203,1244.0,129293.0,33.36,0.0,52.41,8.44,47.1
060371832211,560.0,134063.0,59.46,8.57,27.14,8.3,46.19
060371832212,2632.0,93333.0,24.92,0.87,67.06,10.79,47.5
060371832221,887.0,88788.0,33.82,1.01,73.51,14.54,50.36
060371832222,1452.0,91875.0,53.1,1.52,37.81,13.43,46.86
060371832223,1120.0,144519.0,50.27,3.21,26.7,5.34,70.92
060371833001,928.0,91764.0,33.51,0.0,42.35,12.18,51.16
060371833003,1180.0,79828.0,10.93,1.19,78.73,10.19,30.74
060371834011,1683.0,110096.0,25.97,0.53,50.62,11.89,33.54
060371834012,909.0,94868.0,31.13,0.88,69.64,12.98,28.12
060371834021,1116.0,132596.0,33.42,0.18,56.63,10.87,45.26
060371834022,2059.0,96058.0,34.92,1.21,35.84,11.84,46.82
060371835101,976.0,100313.0,40.47,0.0,65.37,14.37,34.28
060371835102,1456.0,114676.0,24.59,0.0,64.49,0.0,30.67
060371835201,1491.0,66205.0,36.08,2.21,66.26,17.84,44.67
060371835202,2001.0,67279.0,12.49,0.95,90.55,10.99,20.03
060371836101,991.0,109583.0,33.91,0.0,69.32,10.9,38.4
060371836102,1835.0,78292.0,33.57,0.98,56.62,20.85,33.77
060371836201,2502.0,107558.0,32.25,0.44,61.31,14.1,34.91
060371836202,565.0,144500.0,63.19,0.0,54.51,7.08,39.55
060371837011,1112.0,84519.0,42.9,2.07,51.17,10.16,33.54
060371837012,1031.0,49716.0,36.18,1.07,82.15,9.6,23.05
060371837013,1302.0,63102.0,17.74,0.0,79.03,21.35,23.41
060371837021,1981.0,105491.0,25.95,1.87,53.76,4.64,50.83
060371837022,1026.0,94028.0,32.36,0.78,51.66,3.07,41.83
060371838101,1795.0,50439.0,18.27,0.0,82.56,29.25,29.01
060371838102,2344.0,94946.0,39.72,0.34,68.77,14.68,37.2
060371838201,1939.0,76326.0,19.34,0.72,77.31,4.49,32.19
060371838202,1634.0,98902.0,23.75,12.06,61.38,13.63,31.78
060371851011,847.0,58516.0,27.27,0.0,64.58,3.65,27.62
060371851012,1561.0,83542.0,44.46,2.05,43.37,2.5,43.83
060371851021,1287.0,91439.0,56.64,5.28,27.51,3.42,64.52
060371851022,2216.0,177994.0,66.79,0.41,24.23,11.82,70.11
060371852021,1059.0,231833.0,60.53,0.0,26.72,1.04,55.63
060371852022,2023.0,99318.0,46.61,0.0,48.49,5.04,41.96
060371852023,1017.0,69412.0,38.54,0.0,41.49,16.42,44.82
060371852031,1170.0,58553.0,18.63,0.0,72.82,12.74,35.51
060371852032,1327.0,96645.0,20.27,0.23,65.49,13.56,34.29
060371852041,1394.0,121625.0,40.24,5.81,28.19,19.3,54.88
060371852042,494.0,145938.0,47.57,2.23,37.85,3.44,44.36
060371853101,1200.0,75765.0,27.33,3.92,77.75,12.07,18.32
060371853102,1671.0,93798.0,27.95,0.0,84.8,25.73,21.45
060371853201,1692.0,65952.0,24.88,0.0,87.83,23.74,22.79
060371853202,1179.0,55938.0,15.52,0.68,81.51,22.48,14.85
060371861001,857.0,107639.0,45.86,0.0,34.19,7.02,53.51
060371861002,1272.0,97198.0,27.83,0.94,46.62,9.59,34.67
060371861003,1701.0,106579.0,48.56,0.88,32.28,1.94,47.2
060371861004,803.0,101458.0,41.72,0.0,34.74,1.49,56.07
060371862011,932.0,72159.0,21.89,5.15,7.08,10.94,46.25
060371862012,2442.0,82158.0,40.91,0.0,42.67,11.78,41.06
060371862021,592.0,125536.0,39.02,0.0,25.17,7.43,66.0
060371862022,1216.0,88450.0,20.39,6.17,42.68,17.35,31.66
060371862031,1478.0,156250.0,66.1,1.15,28.21,5.14,58.99
060371862032,1275.0,135710.0,60.0,0.0,48.47,12.86,41.11
060371863011,1036.0,116023.0,38.13,5.6,42.76,10.14,45.86
060371863012,699.0,39527.0,32.19,2.86,80.97,43.88,33.03
060371863013,994.0,65341.0,22.33,3.32,65.29,14.49,17.25
060371863021,1478.0,124167.0,37.48,0.0,25.03,4.53,49.55
060371863022,1452.0,88563.0,36.09,1.45,37.4,6.54,52.21
060371863023,1789.0,89083.0,60.09,1.17,43.04,8.16,40.78
060371864011,2098.0,58750.0,4.19,3.72,85.56,15.25,16.98
060371864012,850.0,66406.0,10.71,0.0,68.12,39.06,27.17
060371864031,1211.0,123269.0,20.15,5.62,64.82,12.55,25.91
060371864032,1322.0,94896.0,22.62,1.44,63.39,5.79,43.49
060371864041,1463.0,84250.0,33.22,0.48,63.5,24.2,40.29
060371864042,1065.0,86250.0,19.06,0.0,64.69,27.7,36.36
060371871011,1221.0,96006.0,30.55,0.0,36.2,4.42,48.08
060371871012,1893.0,82292.0,42.63,0.0,37.51,6.81,44.2
060371871021,1195.0,141328.0,24.77,3.1,64.6,13.47,36.74
060371871022,3299.0,66090.0,22.13,2.0,35.95,22.92,46.46
060371872001,1512.0,77171.0,26.39,0.0,79.37,12.5,21.2
060371872002,1396.0,95500.0,51.43,1.72,29.66,5.01,59.41
060371873001,1872.0,127750.0,56.09,6.73,23.5,4.17,72.82
060371873002,1948.0,95400.0,73.25,0.1,25.67,11.19,65.52
060371881001,1752.0,81546.0,57.82,4.45,35.9,9.44,62.67
060371881002,917.0,92500.0,66.96,0.11,17.56,12.95,49.65
060371882011,1384.0,74438.0,65.25,4.55,27.67,15.37,72.65
060371882012,568.0,105667.0,70.25,0.35,19.89,10.56,69.69
060371882013,887.0,107381.0,81.51,1.24,8.79,10.26,71.79
060371882021,1254.0,119063.0,44.9,9.25,21.05,12.2,73.75
060371882022,973.0,248854.0,68.86,0.82,1.75,2.47,81.52
060371882023,816.0,198333.0,48.9,33.82,8.46,2.7,57.21
060371883001,839.0,118508.0,33.49,0.0,40.41,4.42,63.27
060371883002,1292.0,120417.0,51.7,0.77,15.87,4.49,45.8
060371883003,1097.0,130976.0,38.01,0.0,9.12,7.29,56.95
060371891011,1109.0,104886.0,76.38,5.5,5.23,6.58,66.67
060371891012,653.0,79244.0,74.27,4.75,7.2,1.99,61.14
060371891013,699.0,100536.0,68.81,1.43,23.75,14.74,64.17
060371891021,1366.0,173929.0,68.74,1.54,4.17,3.0,77.83
060371891022,985.0,98839.0,66.09,1.93,14.42,7.82,75.8
060371891023,1446.0,114286.0,82.43,1.8,8.51,10.3,78.12
060371892011,1584.0,70714.0,56.88,2.08,33.59,14.14,63.42
060371892012,1195.0,73375.0,81.67,0.0,16.32,20.25,74.45
060371892021,1036.0,202461.0,66.8,2.99,19.4,2.22,82.68
060371892022,687.0,164083.0,84.28,0.0,12.37,1.6,64.76
060371892023,1444.0,125590.0,72.85,2.91,7.2,9.64,69.87
060371893001,1014.0,183056.0,82.74,4.34,10.65,12.33,63.16
060371893002,1118.0,134688.0,53.31,1.52,0.0,15.26,74.97
060371893003,622.0,247723.0,63.34,0.0,5.47,9.65,80.86
060371894001,1358.0,156065.0,69.0,18.92,10.16,5.3,84.12
060371894002,509.0,120250.0,78.78,2.16,9.63,6.31,69.48
060371894003,1144.0,101250.0,81.73,2.1,12.06,16.61,58.72
060371895011,739.0,85781.0,90.66,1.62,8.53,15.97,71.77
060371895012,1475.0,88235.0,72.68,13.36,8.27,9.29,64.23
060371895021,1008.0,34167.0,68.55,9.52,23.41,31.94,45.3
060371895022,834.0,77447.0,65.59,6.47,21.22,9.59,63.56
060371896001,1678.0,82969.0,64.54,3.28,18.95,6.79,73.61
060371896002,862.0,72614.0,68.56,6.96,8.93,19.49,61.76
060371896003,1118.0,162262.0,75.94,0.0,17.53,4.83,64.29
060371897022,1498.0,73173.0,76.77,14.09,11.62,11.43,43.71
060371897031,995.0,181750.0,51.86,13.97,1.11,4.12,75.21
060371897032,998.0,59167.0,56.11,25.35,11.82,10.72,62.87
060371897041,562.0,232188.0,82.74,9.79,8.36,6.76,86.01
060371897042,1537.0,112292.0,60.12,1.56,30.71,16.27,55.98
060371898011,1376.0,66750.0,72.31,8.79,6.9,9.38,71.67
060371898012,816.0,83319.0,84.8,0.0,24.39,0.0,58.02
060371898021,1121.0,121389.0,64.23,10.62,6.42,16.32,72.78
060371898022,858.0,98958.0,71.68,0.0,38.58,11.66,57.18
060371899031,803.0,89286.0,76.21,5.73,18.18,5.98,60.57
060371899032,1388.0,96046.0,73.56,5.55,12.25,7.28,56.69
060371899041,1458.0,41156.0,61.04,10.29,26.41,21.6,44.79
060371899042,974.0,73455.0,58.73,6.37,17.76,22.79,72.12
060371899051,1074.0,83551.0,50.09,8.94,34.08,8.69,65.94
060371899052,1347.0,74479.0,70.3,10.17,15.66,18.93,56.9
060371899061,1337.0,126679.0,54.08,17.28,13.69,17.58,80.84
060371899062,1154.0,84545.0,58.67,5.46,12.22,6.5,66.6
060371899071,1454.0,94638.0,52.06,12.31,31.36,9.22,71.19
060371899072,1089.0,71784.0,65.29,6.15,5.97,3.86,66.73
060371901011,946.0,47434.0,56.55,14.48,5.6,39.22,42.55
060371901012,653.0,39805.0,47.32,18.68,23.58,19.05,44.44
060371901021,1397.0,87668.0,41.45,1.72,37.29,13.72,49.48
060371901022,852.0,79254.0,70.07,1.64,9.98,11.74,82.4
060371902011,2119.0,38077.0,47.24,4.44,51.2,15.29,29.0
060371902012,1554.0,54712.0,33.08,10.81,52.51,9.51,37.05
060371902021,785.0,35105.0,52.1,24.2,18.98,41.15,54.89
060371902022,980.0,52331.0,67.45,13.88,6.84,9.69,61.01
060371902023,955.0,60724.0,22.3,18.32,26.81,23.56,74.49
060371903021,1416.0,52397.0,55.01,5.44,28.95,20.62,47.16
060371903022,1295.0,115614.0,52.51,1.47,14.36,7.04,38.53
060371903032,717.0,42292.0,60.95,5.02,6.14,14.2,39.8
060371904011,1024.0,59524.0,60.84,6.84,17.77,11.83,42.45
060371904012,1107.0,46094.0,39.75,15.72,45.53,11.11,45.35
060371904013,653.0,74896.0,79.63,7.66,19.45,5.45,72.86
060371904021,1548.0,83674.0,62.86,2.0,26.55,16.86,57.39
060371904022,871.0,56250.0,49.14,12.4,7.12,17.34,45.04
060371905101,2559.0,41786.0,42.09,8.25,42.36,37.09,39.6
060371905102,1325.0,56023.0,29.81,2.64,43.85,20.3,56.83
060371905201,1133.0,66447.0,61.43,1.32,42.37,7.77,43.29
060371905202,2329.0,50313.0,34.09,10.48,33.88,28.85,29.94
060371907011,705.0,44100.0,60.57,0.0,27.94,23.55,38.31
060371907012,938.0,71806.0,36.03,11.73,27.4,32.2,28.39
060371907021,807.0,70573.0,40.89,12.27,22.3,9.91,64.96
060371907022,605.0,72039.0,67.93,1.16,33.88,9.92,68.49
060371908011,1757.0,62990.0,37.39,19.64,42.86,28.54,51.63
060371908012,1316.0,26818.0,49.62,2.05,39.97,26.82,21.29
060371908021,1684.0,71488.0,36.76,4.75,36.58,26.19,42.54
060371908022,755.0,123219.0,28.21,43.58,12.19,8.52,56.52
060371909012,1594.0,34630.0,16.5,2.13,81.99,29.61,9.97
060371909013,1370.0,62206.0,39.93,8.03,53.72,29.5,24.88
060371909021,1630.0,86250.0,47.91,11.1,49.69,14.28,39.72
060371909022,1695.0,57589.0,18.05,4.48,80.59,20.49,23.6
060371909023,600.0,63611.0,45.67,0.0,60.67,10.5,27.69
060371910001,1010.0,65307.0,40.4,14.95,27.52,22.48,61.93
060371910002,2151.0,39628.0,33.05,1.07,47.42,11.99,46.15
060371911101,2656.0,42891.0,78.84,1.43,20.71,52.03,29.15
060371911102,1152.0,70813.0,45.05,3.99,48.18,12.38,26.71
060371911201,1931.0,44659.0,35.78,7.15,47.23,18.69,32.79
060371911202,1845.0,53650.0,28.02,5.04,58.54,14.67,22.46
060371912011,2068.0,46133.0,43.91,3.38,45.55,13.25,37.67
060371912012,3654.0,38634.0,61.85,4.02,22.36,32.04,27.5
060371912031,1350.0,33375.0,26.74,2.81,50.59,41.93,37.54
060371912032,660.0,83750.0,31.67,0.0,20.76,20.15,54.01
060371912041,1532.0,70525.0,27.42,10.38,45.63,19.97,36.87
060371913011,1130.0,96500.0,33.36,8.5,32.57,11.68,59.67
060371913012,947.0,39773.0,23.55,6.12,51.11,29.14,32.35
060371913021,755.0,69706.0,38.28,1.19,36.42,16.69,50.98
060371913022,1070.0,47243.0,32.71,12.34,27.85,8.91,30.08
060371914101,1564.0,55068.0,27.43,1.85,62.28,24.7,34.96
060371914102,1799.0,50430.0,22.12,3.5,65.31,29.83,29.17
060371914201,2297.0,70278.0,17.15,0.65,73.62,14.8,30.26
060371914202,768.0,74659.0,40.36,1.43,33.98,5.21,58.41
060371915001,1179.0,88589.0,37.57,10.52,29.18,21.2,41.39
060371915002,1787.0,63958.0,22.72,6.38,53.89,17.91,24.0
060371915003,2525.0,67384.0,28.51,2.22,66.02,24.73,24.96
060371916101,1731.0,51792.0,25.36,5.49,51.88,29.46,37.35
060371916102,1922.0,60282.0,22.32,9.73,56.5,14.15,34.09
060371916201,2773.0,59896.0,21.71,0.83,55.36,24.86,30.97
060371917101,756.0,39583.0,30.95,1.46,73.68,28.04,20.18
060371917102,1813.0,29011.0,23.94,1.21,80.36,31.16,25.58
060371917201,1674.0,51711.0,30.88,3.76,76.16,13.2,22.42
060371917202,1734.0,41379.0,25.32,12.8,65.05,17.95,20.17
060371918101,826.0,68271.0,27.0,5.57,57.26,10.05,27.03
060371918102,993.0,56076.0,46.12,13.29,49.85,17.72,48.53
060371918103,961.0,100134.0,21.44,24.25,59.94,3.02,42.86
060371918201,1886.0,135308.0,55.89,6.68,11.72,11.56,59.56
060371918202,957.0,48750.0,55.9,3.13,36.68,10.87,39.73
060371918203,934.0,58000.0,65.2,3.75,33.83,18.09,63.52
060371919011,1793.0,60192.0,50.92,10.37,24.09,21.92,64.83
060371919012,2516.0,71458.0,53.86,9.3,18.84,18.1,56.24
060371919021,1501.0,85705.0,64.56,1.73,15.12,6.86,75.45
060371919022,1312.0,116786.0,74.62,1.52,5.41,20.35,66.57
060371920011,652.0,86055.0,64.11,4.14,26.23,25.0,53.2
060371920012,1515.0,114231.0,70.56,7.0,9.9,15.45,58.44
060371920022,1052.0,113631.0,75.38,3.8,12.36,10.55,78.94
060371920023,955.0,142674.0,80.63,1.47,7.12,8.39,69.71
060371923002,705.0,95076.0,88.23,0.99,2.7,3.55,61.06
060371923003,1005.0,66758.0,65.27,5.57,22.49,20.14,65.64
060371924101,1064.0,100714.0,42.76,8.83,4.79,5.83,58.12
060371924102,1015.0,99358.0,45.71,6.8,32.51,14.58,55.14
060371924103,993.0,250001.0,67.67,0.0,3.93,3.52,82.59
060371924104,1213.0,250001.0,67.93,4.29,3.38,2.39,59.82
060371924201,1505.0,81553.0,15.88,0.0,43.52,26.78,39.26
060371924202,1855.0,65909.0,22.91,4.96,38.33,7.6,41.17
060371925101,1693.0,59688.0,7.21,0.77,42.65,27.41,33.74
060371925102,2298.0,65784.0,7.44,0.0,73.02,12.65,25.03
060371925201,3298.0,62000.0,19.5,10.73,61.43,26.93,38.97
060371925202,1586.0,67132.0,17.02,1.51,72.57,10.03,32.23
060371926101,1342.0,41950.0,7.9,0.82,68.85,29.14,20.9
060371926102,847.0,52759.0,49.35,0.0,76.86,24.17,23.56
060371926103,1917.0,49332.0,29.32,6.78,51.96,24.52,39.16
060371926201,1789.0,49906.0,22.14,6.82,61.6,33.93,28.75
060371926202,1573.0,58167.0,15.58,2.99,68.28,19.71,22.46
060371927001,1411.0,74111.0,40.04,1.06,64.78,9.99,35.3
060371927002,1659.0,55670.0,51.66,4.82,55.03,26.48,39.34
060371941011,884.0,93750.0,64.37,4.86,6.79,6.0,55.29
060371941012,2389.0,98194.0,71.16,4.94,17.62,9.33,72.64
060371941021,1034.0,191544.0,75.24,2.32,7.83,9.19,74.03
060371941022,969.0,213068.0,58.41,2.99,23.01,10.94,71.72
060371941023,501.0,158068.0,84.83,0.0,4.79,7.78,64.98
060371942001,950.0,177750.0,88.32,0.0,8.84,2.38,71.61
060371942002,942.0,250001.0,78.87,0.0,6.37,4.99,84.99
060371942003,1486.0,151136.0,82.17,0.0,2.36,0.0,74.72
060371943001,934.0,250001.0,92.72,0.0,9.85,11.78,69.8
060371943002,1011.0,250001.0,89.22,1.19,2.67,10.09,75.56
060371943003,942.0,152823.0,73.04,2.87,24.52,1.38,66.91
060371944011,1554.0,105313.0,62.03,3.99,15.12,11.33,76.9
060371944012,1059.0,102545.0,69.97,8.78,19.92,7.32,67.01
060371944021,944.0,111169.0,64.72,4.03,6.04,6.67,74.32
060371944022,1186.0,113611.0,93.25,0.0,3.2,20.91,80.18
060371944023,941.0,138309.0,73.33,6.06,11.9,1.59,67.39
060371945001,799.0,86607.0,70.96,1.88,8.89,11.34,64.53
060371945002,1317.0,194485.0,86.1,5.39,4.1,4.02,66.67
060371951001,1203.0,119444.0,58.6,7.4,24.36,5.07,70.79
060371951003,1592.0,215177.0,73.93,0.0,19.28,1.07,81.66
060371951004,1586.0,187619.0,74.59,0.95,5.55,5.99,64.27
060371952011,1498.0,117500.0,69.76,2.4,14.82,11.42,72.34
060371952012,1315.0,126731.0,67.53,0.0,20.61,8.21,64.37
060371952021,745.0,167813.0,62.95,0.0,29.53,6.85,78.69
060371952022,1347.0,228175.0,72.38,0.52,15.59,5.57,76.34
060371952023,1257.0,159292.0,73.91,2.39,16.63,7.48,69.92
060371953001,583.0,71458.0,72.56,5.32,21.61,22.64,67.79
060371953002,1184.0,111650.0,57.6,2.2,44.85,9.46,56.64
060371953003,1209.0,103864.0,65.43,4.22,14.23,15.3,72.37
060371954001,916.0,250001.0,73.14,0.22,5.57,6.7,78.37
060371954002,898.0,55330.0,44.88,12.81,17.82,16.59,33.37
060371954003,810.0,154375.0,49.51,0.0,36.3,5.68,74.45
060371954004,1724.0,112543.0,78.42,4.06,9.92,6.32,66.58
060371955001,1851.0,133629.0,52.51,0.0,33.06,0.86,69.2
060371955002,1105.0,136450.0,42.35,0.0,24.71,2.9,70.76
060371955003,1215.0,76628.0,56.13,0.0,34.4,7.65,52.62
060371956001,331.0,36250.0,21.15,0.0,77.34,50.15,20.0
060371956002,791.0,60964.0,24.65,2.78,58.41,16.43,26.51
060371956003,582.0,122639.0,44.33,0.0,32.47,0.69,62.61
060371956004,1117.0,98179.0,50.04,3.13,42.26,32.08,36.18
060371957101,1122.0,72008.0,51.78,1.6,39.66,15.66,71.25
060371957102,1579.0,51161.0,32.05,11.4,41.74,40.71,21.72
060371957103,1573.0,51375.0,18.44,8.2,72.03,32.13,26.24
060371957201,876.0,75982.0,33.45,8.33,42.58,7.99,52.73
060371957202,818.0,78611.0,52.08,0.0,20.9,17.24,72.53
060371958021,1193.0,96926.0,25.65,0.0,35.29,13.08,40.48
060371958022,1672.0,85357.0,33.67,0.6,57.66,16.39,33.33
060371958031,1342.0,109955.0,45.23,6.56,38.97,14.61,47.54
060371958032,986.0,76691.0,55.68,1.42,29.72,9.94,67.08
060371958041,938.0,69250.0,26.44,0.0,63.11,10.45,29.85
060371958042,1617.0,105469.0,40.69,3.53,50.34,10.58,54.47
060371959011,2566.0,90417.0,51.95,2.38,28.72,15.24,64.41
060371959021,945.0,146042.0,55.56,0.53,11.64,3.49,71.71
060371959022,902.0,123750.0,73.84,0.44,9.2,5.65,80.89
060371959031,1253.0,90216.0,38.63,5.51,45.65,14.68,34.1
060371959032,717.0,94750.0,41.14,0.0,45.89,7.81,59.55
060371972001,1623.0,115096.0,6.78,0.0,28.96,2.74,31.28
060371972002,1382.0,91328.0,16.06,5.93,33.5,7.81,21.09
060371972003,634.0,117868.0,13.56,0.79,49.68,1.26,36.97
060371973001,1584.0,87813.0,54.55,1.07,25.32,9.85,62.03
060371973002,922.0,109620.0,72.78,0.11,39.37,2.39,45.39
060371973003,1228.0,123438.0,36.81,5.13,35.1,2.69,65.91
060371974101,1447.0,97214.0,57.71,2.0,39.32,7.6,54.62
060371974102,1355.0,79779.0,47.16,2.88,32.25,6.86,70.52
060371974103,1003.0,128988.0,62.51,0.0,20.44,3.59,56.05
060371974201,1798.0,89764.0,42.21,10.9,30.09,15.03,58.8
060371974202,1823.0,106932.0,47.5,3.35,39.82,3.84,55.02
060371975001,1559.0,68021.0,31.17,0.0,57.41,10.65,42.65
060371975002,1261.0,78125.0,47.42,4.6,44.57,19.19,45.32
060371975003,1172.0,114435.0,70.56,0.0,38.4,22.35,62.07
060371976001,430.0,78417.0,33.72,0.0,51.86,49.77,38.66
060371976002,1650.0,101000.0,41.76,0.85,55.27,24.24,62.02
