time_stamp,humidity,temperature,pressure,pm2.5_atm,pm2.5_cf_1,pm2.5_cf_1_b,sensor_index
1683824400,39,72,978.66,24.3,24.3,21.7,91055
1683774000,45,67,978.84,5.6,5.6,4.9,91055
1685088000,52,65,975.92,5.9,5.9,4.9,91055
1678230000,22,75,979.47,14.9,16.0,13.4,91055
1678204800,41,55,982.58,2.8,2.8,2.3,91055
1678219200,13,81,980.77,1.6,1.6,1.1,91055
1678197600,59,48,982.43,4.7,4.7,4.0,91055
1678158000,49,55,982.54,1.1,1.1,0.7,91055
1678622400,69,61,981.74,9.0,9.0,7.6,91055
1678654800,31,85,980.5,1.9,1.9,1.6,91055
1678233600,28,67,979.41,17.5,20.0,16.9,91055
1683133200,33,67,974.68,1.3,1.3,0.8,91055
1686729600,54,67,976.85,16.5,16.5,14.6,91055
1672923600,71,56,977.78,1.8,1.8,1.5,91055
1673085600,39,57,982.8,0.3,0.3,0.1,91055
1673067600,44,56,984.19,11.3,11.3,10.0,91055
1673064000,42,57,984.25,6.1,6.1,5.2,91055
1673056800,52,61,983.65,11.3,11.3,9.7,91055
1679565600,64,55,982.82,25.1,25.3,22.4,91055
1679598000,37,69,985.41,8.5,9.1,7.4,91055
1679590800,53,60,985.58,15.0,16.0,13.6,91055
1688040000,58,66,975.03,20.1,20.1,17.9,91055
1680332400,54,59,982.53,14.2,14.2,12.7,91055
1680364800,33,64,982.25,3.3,3.3,2.8,91055
1684764000,54,72,975.86,35.1,39.1,34.3,91055
1674435600,27,60,974.88,16.6,16.6,14.8,91055
1673366400,79,61,977.43,5.2,5.2,4.3,91055
1673384400,54,62,978.4,2.5,2.5,1.8,91055
1686970800,45,77,976.68,19.1,19.1,16.6,91055
1680836400,19,69,978.23,6.8,7.0,5.6,91055
1680904800,12,92,977.07,20.2,22.4,19.6,91055
1675717200,6,92,983.46,0.0,0.0,0.0,91055
1675699200,32,55,986.02,0.2,0.2,0.1,91055
1677265200,72,51,977.72,1.7,1.7,1.4,91055
1677196800,42,55,976.62,3.8,4.2,3.5,91055
1677232800,62,48,977.74,0.6,0.6,0.3,91055
1673481600,39,68,984.7,1.4,1.4,0.9,91055
1683968400,55,67,974.7,18.4,18.4,16.2,91055
1683936000,24,94,973.51,17.9,17.9,16.6,91055
1675882800,10,86,985.75,8.5,8.5,7.6,91055
1675846800,20,62,984.89,0.2,0.2,0.0,91055
1675868400,36,54,986.02,3.9,3.9,3.2,91055
1673762400,70,58,972.09,13.3,13.3,11.5,91055
1685599200,50,66,975.32,4.8,4.8,4.0,91055
1672610400,32,72,969.63,0.1,0.1,0.0,91055
1687878000,48,70,974.32,23.2,23.2,21.1,91055
1687874400,52,68,974.28,21.8,21.8,20.0,91055
1675789200,18,67,986.9,2.5,2.5,2.0,91055
1675807200,4,99,984.02,0.0,0.0,0.0,91055
1685311200,42,74,975.78,26.2,26.3,23.6,91055
1685257200,50,67,976.35,17.6,17.7,15.8,91055
1685264400,52,66,975.85,16.1,16.1,14.1,91055
1684396800,55,69,973.43,34.7,38.3,33.5,91055
1684432800,37,82,975.56,41.1,50.3,45.1,91055
1685671200,49,68,976.56,11.3,11.3,9.6,91055
1685685600,52,68,976.77,8.0,8.0,6.8,91055
1676912400,20,69,980.85,9.7,10.3,8.8,91055
1676916000,17,77,980.58,20.0,21.2,19.2,91055
1676908800,25,61,981.03,4.8,4.8,4.1,91055
1672750800,64,55,978.41,0.9,0.9,0.6,91055
1672765200,62,58,980.65,5.0,5.0,4.2,91055
1675029600,37,63,972.87,3.7,3.7,3.2,91055
1674979200,54,58,976.47,12.1,12.1,10.7,91055
1687179600,55,68,975.67,18.1,18.1,16.0,91055
1672855200,64,65,981.97,6.3,6.4,5.4,91055
1672819200,66,62,980.99,16.9,16.9,14.7,91055
1679706000,19,68,982.98,1.2,1.2,0.8,91055
1682373600,22,97,972.45,21.7,21.8,19.7,91055
1682316000,55,67,972.74,20.9,20.9,18.2,91055
1686456000,53,69,974.54,15.5,15.5,13.4,91055
1686499200,54,69,975.04,7.3,7.3,6.3,91055
1678852800,72,60,977.43,0.7,0.7,0.4,91055
1680991200,19,90,978.16,9.4,9.4,8.3,91055
1680976800,26,77,980.2,8.3,8.3,7.2,91055
1673571600,34,65,983.02,0.6,0.6,0.3,91055
1673640000,22,74,981.77,4.6,4.6,4.0,91055
1673964000,50,48,973.59,1.0,1.0,0.7,91055
1676181600,52,55,975.64,4.2,4.2,3.5,91055
1676217600,44,54,974.87,5.2,5.2,4.5,91055
1676221200,37,60,974.52,4.6,4.6,3.8,91055
1681783200,46,67,975.0,22.5,23.9,20.6,91055
1686895200,56,70,976.32,21.3,21.3,18.5,91055
1684270800,18,99,977.14,12.7,12.7,11.6,91055
1676552400,18,49,985.97,0.5,0.5,0.2,91055
1679878800,16,68,980.65,6.9,6.9,5.8,91055
1678726800,48,69,982.98,21.7,21.7,18.9,91055
1678690800,63,62,982.61,16.6,16.6,14.6,91055
1678701600,63,61,982.16,8.6,8.6,7.5,91055
1687809600,21,94,975.0,13.2,13.2,11.3,91055
1687820400,20,96,973.36,9.2,9.2,8.4,91055
1687741200,21,90,976.02,11.3,11.3,10.5,91055
1677888000,24,76,974.75,23.4,24.9,22.5,91055
1683583200,24,90,977.18,18.9,20.0,17.7,91055
1683568800,31,79,978.89,20.0,20.4,17.7,91055
1683518400,43,68,979.59,4.2,4.2,3.5,91055
1683576000,24,89,977.98,14.5,14.6,13.0,91055
1674709200,17,65,986.2,0.0,0.0,0.0,91055
1674774000,5,89,986.84,0.0,0.0,0.0,91055
1680573600,16,59,976.57,0.2,0.2,0.0,91055
1687658400,24,82,977.56,5.7,5.7,5.0,91055
1687719600,27,86,979.15,16.6,16.6,15.0,91055
1683180000,52,59,973.72,0.9,0.9,0.6,91055
1683187200,54,59,972.83,0.6,0.6,0.3,91055
1675904400,14,78,983.48,3.0,3.0,2.5,91055
1675911600,25,67,984.17,9.9,9.9,9.1,91055
1675944000,20,64,983.71,0.3,0.3,0.0,91055
1686866400,44,77,975.45,26.5,26.7,23.9,91055
1686823200,58,67,975.36,29.6,30.8,26.8,91055
1674324000,18,70,988.12,2.3,2.3,1.9,91055
1674338400,7,93,984.25,1.6,1.6,1.6,91055
1682103600,8,98,980.72,5.1,5.2,4.6,91055
1678071600,60,55,980.93,4.9,4.9,4.0,91055
1687950000,53,67,974.14,8.2,8.2,7.1,91055
1680044400,6,85,977.44,7.7,7.7,6.3,91055
1678971600,64,56,978.64,11.2,11.2,9.1,91055
1678932000,61,61,976.04,5.0,5.0,4.0,91055
1678993200,42,67,980.53,13.0,13.1,11.0,91055
1684800000,29,92,973.7,16.8,16.8,15.1,91055
1685037600,39,71,974.91,8.3,8.3,7.0,91055
1680217200,52,57,977.9,15.0,17.8,14.6,91055
1680174000,57,52,973.57,0.0,0.0,0.0,91055
1674583200,13,73,988.08,5.7,7.0,6.0,91055
1674802800,20,60,987.48,0.8,0.8,0.5,91055
1685520000,50,65,975.46,3.3,3.3,2.6,91055
1685548800,42,71,974.93,6.2,6.2,5.0,91055
1679036400,60,57,980.51,18.0,18.0,15.8,91055
1677074400,38,46,969.49,1.8,1.8,1.3,91055
1673701200,49,58,977.53,8.2,8.2,7.4,91055
1679292000,65,60,976.09,20.4,20.4,17.3,91055
1679284800,65,60,976.26,22.3,22.3,19.1,91055
1676610000,11,56,983.33,1.5,1.5,1.1,91055
1681408800,49,67,972.22,12.8,12.8,11.1,91055
1686247200,35,80,978.9,20.3,20.3,17.9,91055
1686200400,53,66,977.98,3.2,3.2,2.6,91055
1687107600,50,75,975.96,31.5,33.3,29.7,91055
1683255600,48,61,977.49,0.8,0.8,0.4,91055
1683288000,55,61,978.04,3.7,3.7,3.0,91055
1683280800,56,61,977.59,1.9,1.9,1.4,91055
1683259200,53,61,978.19,1.2,1.2,0.8,91055
1681135200,48,65,979.58,13.9,13.9,12.5,91055
1687546800,23,83,978.76,9.9,9.9,8.7,91055
1687539600,35,72,979.92,11.0,11.0,9.8,91055
1679817600,30,54,980.5,6.5,6.5,5.3,91055
1679857200,13,75,981.42,3.8,3.8,3.1,91055
1675126800,30,61,975.48,0.6,0.6,0.4,91055
1681221600,57,63,977.98,44.0,56.6,49.3,91055
1674252000,7,91,982.6,4.6,4.9,3.9,91055
1687338000,47,67,977.16,8.8,8.8,7.7,91055
1678417200,33,65,980.64,9.5,9.5,7.8,91055
1678460400,68,56,980.15,8.7,8.7,7.7,91055
1678464000,69,56,979.96,6.8,6.8,6.0,91055
1682460000,23,94,973.05,28.1,29.3,26.4,91055
1677182400,43,61,976.92,1.1,1.1,0.8,91055
1680073200,51,58,977.85,5.0,5.0,4.2,91055
1680120000,27,68,974.86,0.4,0.4,0.1,91055
1680066000,32,62,977.88,6.0,6.0,5.0,91055
1681272000,44,70,976.16,26.9,27.3,23.7,91055
1681329600,48,68,973.36,38.5,45.5,39.7,91055
1685944800,55,69,974.59,16.4,16.4,14.3,91055
1674000000,20,71,975.35,0.3,0.3,0.1,91055
1674061200,38,58,984.02,2.5,2.5,2.0,91055
1686326400,50,70,979.11,21.3,21.3,18.5,91055
1686283200,47,71,978.63,6.8,6.8,5.9,91055
1683381600,53,59,980.42,3.4,3.4,2.9,91055
1681740000,56,62,977.16,32.9,35.6,31.0,91055
1682578800,36,72,975.8,14.8,14.8,12.8,91055
1684026000,29,89,971.2,22.0,22.0,19.6,91055
1684090800,28,92,975.69,25.6,25.9,23.2,91055
1684047600,56,69,974.08,36.9,42.4,37.0,91055
1684699200,27,95,976.73,30.2,31.9,29.1,91055
1684670400,56,70,978.18,29.6,30.7,26.9,91055
1673884800,70,58,969.04,1.9,1.9,1.5,91055
1673892000,53,62,970.81,0.9,0.9,0.5,91055
1675443600,19,65,985.77,0.9,0.9,0.4,91055
1675414800,27,58,985.38,2.1,2.1,1.7,91055
1675440000,24,60,985.61,1.9,1.9,1.5,91055
