time_stamp,humidity,temperature,pressure,pm2.5_atm,pm2.5_cf_1,pm2.5_cf_1_b,sensor_index
1686787200,48,75,1012.18,6.1,6.1,6.1,31533
1686790800,50,74,1012.0,7.2,7.2,7.2,31533
1687510800,52,68,1015.06,5.1,5.1,5.1,31533
1681117200,67,59,1017.3,6.8,6.8,6.4,31533
1675137600,55,61,1014.81,4.3,4.3,4.0,31533
1678456800,58,60,1018.41,0.9,0.9,0.8,31533
1678442400,49,64,1018.64,1.2,1.2,1.1,31533
1679014800,48,65,1016.66,3.4,3.4,3.2,31533
1679072400,42,72,1017.77,25.4,25.5,25.0,31533
1682229600,55,69,1008.47,6.2,6.2,6.1,31533
1682211600,25,83,1007.79,4.6,4.6,4.6,31533
1682269200,59,67,1010.49,11.9,11.9,11.9,31533
1682272800,57,68,1010.38,11.4,11.4,11.3,31533
1682280000,53,71,1010.12,8.3,8.3,8.2,31533
1684911600,58,67,1013.56,5.4,5.4,5.4,31533
1684908000,58,66,1013.8,6.5,6.5,6.4,31533
1684886400,53,70,1013.21,8.9,9.1,9.1,31533
1687305600,37,80,1014.38,4.4,4.4,4.3,31533
1687312800,38,78,1014.11,3.2,3.2,3.1,31533
1687334400,50,71,1014.78,5.0,5.0,4.9,31533
1687341600,54,70,1014.17,5.7,5.7,5.6,31533
1674244800,37,65,1022.1,1.7,1.7,1.6,31533
1674212400,59,57,1019.52,22.1,22.1,22.1,31533
1674219600,61,55,1020.14,13.7,13.7,13.9,31533
1677488400,55,56,1021.73,11.6,11.6,11.6,31533
1686196800,51,71,1015.21,1.1,1.1,1.1,31533
1686247200,47,73,1016.92,2.9,2.9,3.0,31533
1686222000,59,67,1015.04,2.7,2.7,2.8,31533
1686250800,46,73,1017.03,3.4,3.4,3.4,31533
1681423200,58,63,1010.28,6.0,6.0,5.5,31533
1683745200,43,72,1017.28,1.6,1.6,1.7,31533
1677722400,27,58,1009.82,0.3,0.3,0.2,31533
1677729600,29,57,1011.87,0.4,0.4,0.3,31533
1674792000,25,67,1025.01,11.5,11.5,11.0,31533
1679392800,65,59,1009.4,0.7,0.7,0.6,31533
1679414400,80,59,1004.99,1.4,1.4,1.2,31533
1673830800,59,64,1010.13,3.5,3.5,3.3,31533
1684062000,68,65,1011.56,10.0,10.0,10.0,31533
1684047600,67,65,1011.88,16.0,16.0,16.1,31533
1680188400,52,62,1013.52,2.9,2.9,2.7,31533
1680138000,38,65,1012.38,1.2,1.2,1.1,31533
1680202800,43,63,1015.12,0.5,0.5,0.4,31533
1680141600,42,63,1012.19,1.5,1.5,1.3,31533
1683410400,35,74,1018.13,0.5,0.5,0.5,31533
1683342000,46,68,1018.1,0.4,0.4,0.4,31533
1676725200,29,56,1015.16,10.4,10.4,10.4,31533
1676750400,20,69,1015.88,6.7,6.7,6.5,31533
1674529200,30,64,1018.45,3.3,3.3,3.2,31533
1674525600,30,65,1017.77,2.6,2.6,2.5,31533
1674385200,47,55,1020.29,39.8,44.7,44.7,31533
1684166400,67,66,1018.53,9.3,9.3,9.4,31533
1684137600,65,66,1016.68,15.9,15.9,16.2,31533
1684170000,63,67,1018.62,9.8,9.8,9.8,31533
1676379600,55,61,1013.58,5.2,5.2,4.8,31533
1682406000,58,67,1012.5,13.0,13.0,12.6,31533
1682460000,47,72,1011.94,9.6,9.6,9.6,31533
1682384400,49,71,1010.89,15.4,15.5,15.3,31533
1681614000,50,68,1018.72,4.7,4.7,4.4,31533
1677369600,55,56,1012.77,0.5,0.5,0.4,31533
1677412800,60,50,1017.35,18.7,18.7,19.0,31533
1677376800,57,55,1013.38,2.7,2.7,2.5,31533
1677625200,40,64,1015.62,0.9,0.9,0.8,31533
1680069600,49,64,1016.51,3.1,3.1,2.9,31533
1685408400,52,71,1014.21,4.5,4.5,4.6,31533
1682568000,57,67,1013.67,29.2,29.6,28.9,31533
1684285200,44,76,1013.49,4.5,4.5,4.5,31533
1684328400,60,67,1013.31,36.0,39.8,39.7,31533
1677150000,44,57,1013.91,0.2,0.2,0.1,31533
1681596000,40,73,1018.31,4.8,4.8,4.8,31533
1686628800,50,72,1016.8,3.5,3.5,3.4,31533
1686618000,43,76,1015.86,1.6,1.6,1.6,31533
1686682800,44,76,1016.87,4.9,4.9,4.9,31533
1682938800,68,63,1010.16,2.0,2.0,1.9,31533
1682978400,44,70,1010.39,2.5,2.5,2.5,31533
1682942400,67,63,1009.98,3.6,3.6,3.5,31533
1680692400,42,57,1018.81,1.7,1.7,1.5,31533
1680660000,36,64,1018.66,1.0,1.0,0.8,31533
1683644400,54,68,1015.94,4.4,4.4,4.4,31533
1675299600,21,68,1020.8,0.7,0.7,0.8,31533
1685491200,42,73,1013.44,3.1,3.1,3.1,31533
1682539200,46,77,1014.12,19.1,19.1,18.7,31533
1682492400,56,67,1014.47,10.4,10.4,10.0,31533
1682506800,58,66,1014.2,17.2,17.2,16.7,31533
1678042800,57,60,1020.2,4.3,4.3,4.2,31533
